sex;age;marital;income;ls;smoke
FEMALE;51;MARRIED;520;MIXED;NO
MALE;84;MARRIED;1300;PLEASED;NO
MALE;53;MARRIED;1000;MIXED;YES
FEMALE;50;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;74;SINGLE;900;PLEASED;YES
MALE;62;MARRIED;300;MOSTLY DISSATISFIED;YES
FEMALE;32;MARRIED;1000;PLEASED;NO
MALE;55;MARRIED;1000;MIXED;NO
MALE;53;MARRIED;1700;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;1200;MIXED;NO
MALE;26;SINGLE;3500;PLEASED;YES
FEMALE;21;SINGLE;NA;DELIGHTED;NO
MALE;35;MARRIED;2600;PLEASED;NO
MALE;76;MARRIED;1775;PLEASED;NO
FEMALE;68;WIDOWED;1460;MOSTLY SATISFIED;NO
FEMALE;35;MARRIED;1000;PLEASED;NO
FEMALE;46;MARRIED;NA;PLEASED;NO
FEMALE;42;MARRIED;-8;PLEASED;YES
MALE;23;SINGLE;1000;MOSTLY SATISFIED;NO
FEMALE;36;SINGLE;1350;MOSTLY SATISFIED;YES
MALE;31;MARRIED;2800;PLEASED;NO
MALE;81;WIDOWED;1500;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;1100;MOSTLY SATISFIED;YES
FEMALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;350;MIXED;NO
FEMALE;48;WIDOWED;1900;MOSTLY SATISFIED;NO
MALE;64;MARRIED;1800;MOSTLY SATISFIED;YES
FEMALE;43;SINGLE;700;MIXED;NO
MALE;78;MARRIED;2006;PLEASED;NO
MALE;35;SINGLE;1600;PLEASED;YES
FEMALE;71;WIDOWED;3900;MOSTLY SATISFIED;NO
MALE;69;MARRIED;1400;PLEASED;NO
FEMALE;68;WIDOWED;425;MOSTLY DISSATISFIED;NO
MALE;59;MARRIED;1400;MIXED;NO
FEMALE;60;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;56;SINGLE;240;MOSTLY DISSATISFIED;YES
FEMALE;39;MARRIED;1500;MIXED;NO
FEMALE;42;SINGLE;3900;MIXED;NO
FEMALE;61;WIDOWED;2000;MOSTLY SATISFIED;NO
MALE;75;MARRIED;1520;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;-8;PLEASED;NO
MALE;17;SINGLE;NA;PLEASED;NO
MALE;54;MARRIED;1200;MOSTLY SATISFIED;YES
FEMALE;49;MARRIED;NA;PLEASED;NO
MALE;54;SINGLE;1200;MOSTLY DISSATISFIED;NO
MALE;26;MARRIED;1200;DELIGHTED;NO
MALE;64;MARRIED;-8;PLEASED;NO
FEMALE;26;SINGLE;3000;PLEASED;NO
FEMALE;23;SINGLE;1000;PLEASED;NO
MALE;23;SINGLE;NA;MIXED;YES
FEMALE;46;MARRIED;2000;PLEASED;NO
FEMALE;61;MARRIED;845;MIXED;NO
FEMALE;19;SINGLE;-8;PLEASED;NO
MALE;63;MARRIED;3000;MIXED;YES
FEMALE;61;MARRIED;952;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;1200;PLEASED;NO
MALE;62;MARRIED;3795;MOSTLY SATISFIED;NO
MALE;16;SINGLE;NA;PLEASED;NO
MALE;19;SINGLE;-8;PLEASED;NO
FEMALE;55;MARRIED;2000;PLEASED;NO
FEMALE;23;SINGLE;1000;MOSTLY SATISFIED;NO
FEMALE;59;MARRIED;700;TERRIBLE;YES
MALE;35;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;42;SINGLE;1420;MOSTLY SATISFIED;NO
MALE;58;MARRIED;1100;MOSTLY SATISFIED;YES
MALE;50;MARRIED;3000;MIXED;NO
FEMALE;25;SINGLE;400;MOSTLY SATISFIED;NO
FEMALE;64;MARRIED;700;PLEASED;NO
FEMALE;81;WIDOWED;1400;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;1000;PLEASED;NO
MALE;76;MARRIED;1000;PLEASED;NO
FEMALE;76;WIDOWED;1500;PLEASED;NO
FEMALE;61;SINGLE;1800;PLEASED;NO
FEMALE;45;WIDOWED;1200;PLEASED;NO
FEMALE;38;MARRIED;3000;DELIGHTED;NO
MALE;34;SINGLE;1800;MOSTLY DISSATISFIED;NO
MALE;65;MARRIED;2500;PLEASED;NO
MALE;57;MARRIED;1300;PLEASED;NO
FEMALE;40;MARRIED;800;MIXED;NO
FEMALE;78;MARRIED;1150;MOSTLY SATISFIED;NO
FEMALE;48;MARRIED;1800;PLEASED;NO
FEMALE;18;SINGLE;-8;PLEASED;NO
MALE;58;MARRIED;1200;PLEASED;YES
FEMALE;17;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;-8;PLEASED;NO
FEMALE;23;MARRIED;NA;PLEASED;YES
FEMALE;58;MARRIED;1400;PLEASED;YES
MALE;69;MARRIED;720;MOSTLY SATISFIED;NO
MALE;52;SINGLE;1800;MIXED;NO
FEMALE;45;MARRIED;-8;DELIGHTED;NO
FEMALE;40;MARRIED;1400;MOSTLY SATISFIED;NO
FEMALE;70;WIDOWED;800;MOSTLY SATISFIED;NO
FEMALE;28;MARRIED;5000;PLEASED;NO
MALE;36;SINGLE;2500;PLEASED;YES
MALE;38;MARRIED;2000;PLEASED;NO
FEMALE;24;SINGLE;1200;PLEASED;NO
FEMALE;62;SINGLE;900;MOSTLY SATISFIED;YES
MALE;37;SINGLE;1000;MOSTLY SATISFIED;YES
FEMALE;60;MARRIED;2000;PLEASED;YES
FEMALE;34;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;40;MARRIED;1600;MOSTLY DISSATISFIED;YES
MALE;77;MARRIED;1800;PLEASED;NO
MALE;24;SINGLE;1200;MOSTLY SATISFIED;NO
MALE;55;MARRIED;NA;MOSTLY DISSATISFIED;YES
FEMALE;37;MARRIED;-8;PLEASED;YES
MALE;51;MARRIED;2400;MOSTLY SATISFIED;NO
MALE;39;MARRIED;1500;MIXED;NO
MALE;45;MARRIED;1600;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
FEMALE;43;WIDOWED;1000;MIXED;NO
MALE;19;SINGLE;-8;MOSTLY SATISFIED;YES
FEMALE;29;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;50;DIVORCED;1587;PLEASED;YES
MALE;45;MARRIED;3000;PLEASED;NO
FEMALE;57;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;19;SINGLE;-8;PLEASED;NO
FEMALE;52;MARRIED;1700;PLEASED;NO
FEMALE;31;MARRIED;NA;MIXED;YES
FEMALE;51;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;64;SINGLE;1270;MIXED;NO
MALE;53;DIVORCED;-8;MIXED;NO
FEMALE;41;DIVORCED;1400;MIXED;NO
FEMALE;73;MARRIED;900;DELIGHTED;NO
FEMALE;23;MARRIED;2500;MIXED;NO
FEMALE;52;DIVORCED;1000;UNHAPPY;NO
FEMALE;58;MARRIED;1150;MOSTLY SATISFIED;YES
MALE;19;SINGLE;NA;PLEASED;YES
MALE;22;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;47;DIVORCED;2400;MOSTLY DISSATISFIED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
FEMALE;21;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;21;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;22;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;32;MARRIED;3200;DELIGHTED;YES
MALE;71;MARRIED;1400;PLEASED;NO
MALE;32;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;68;WIDOWED;1600;MIXED;NO
MALE;63;MARRIED;3100;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
FEMALE;52;DE FACTO SEPARATED;1500;MIXED;YES
FEMALE;60;MARRIED;1500;PLEASED;YES
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;30;MARRIED;1500;MIXED;NO
MALE;53;SINGLE;640;MOSTLY DISSATISFIED;NO
FEMALE;31;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;77;MARRIED;2200;MOSTLY SATISFIED;NO
MALE;57;MARRIED;1900;MIXED;YES
FEMALE;52;WIDOWED;2000;MOSTLY SATISFIED;NO
MALE;71;MARRIED;2300;PLEASED;NO
MALE;39;MARRIED;NA;MIXED;YES
MALE;38;SINGLE;1234;PLEASED;YES
MALE;80;WIDOWED;1400;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;3000;PLEASED;NO
MALE;35;SINGLE;1400;MIXED;NO
MALE;61;MARRIED;1800;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;NA;MOSTLY SATISFIED;YES
MALE;44;MARRIED;NA;PLEASED;YES
FEMALE;36;MARRIED;-8;PLEASED;NO
MALE;64;MARRIED;1400;MIXED;YES
MALE;46;MARRIED;2000;DELIGHTED;YES
FEMALE;55;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;25;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;54;MARRIED;NA;MIXED;YES
FEMALE;44;MARRIED;2700;MOSTLY SATISFIED;NO
MALE;45;MARRIED;500;PLEASED;NO
FEMALE;27;SINGLE;1000;MIXED;NO
MALE;37;SINGLE;2000;DELIGHTED;YES
MALE;48;MARRIED;600;MIXED;NO
MALE;45;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;26;MARRIED;2400;PLEASED;NO
FEMALE;54;MARRIED;NA;MIXED;YES
FEMALE;50;WIDOWED;1500;MOSTLY SATISFIED;YES
MALE;65;MARRIED;4000;PLEASED;NO
FEMALE;59;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;22;SINGLE;500;MOSTLY SATISFIED;NO
FEMALE;29;SINGLE;NA;PLEASED;YES
FEMALE;91;WIDOWED;950;MOSTLY SATISFIED;NO
FEMALE;56;MARRIED;4200;MOSTLY SATISFIED;NO
FEMALE;65;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;25;SINGLE;2700;PLEASED;NO
FEMALE;58;WIDOWED;1000;MOSTLY SATISFIED;NO
FEMALE;69;MARRIED;700;MOSTLY SATISFIED;NO
MALE;30;SINGLE;4000;PLEASED;NO
FEMALE;26;MARRIED;4000;PLEASED;NO
FEMALE;55;SINGLE;2000;MIXED;NO
MALE;59;MARRIED;2000;PLEASED;NA
MALE;19;SINGLE;NA;PLEASED;NO
MALE;45;MARRIED;3500;MOSTLY SATISFIED;YES
MALE;64;MARRIED;760;PLEASED;NO
MALE;54;MARRIED;1500;MIXED;NO
FEMALE;39;MARRIED;1350;MOSTLY SATISFIED;NO
MALE;42;MARRIED;2100;MOSTLY SATISFIED;NO
MALE;18;SINGLE;NA;PLEASED;NO
MALE;39;MARRIED;2500;PLEASED;NO
MALE;33;MARRIED;3800;MOSTLY SATISFIED;YES
MALE;18;SINGLE;120;MOSTLY SATISFIED;NO
FEMALE;50;DIVORCED;980;UNHAPPY;YES
MALE;54;MARRIED;1000;PLEASED;NO
MALE;40;MARRIED;-8;MIXED;NO
FEMALE;63;MARRIED;1300;PLEASED;NO
FEMALE;32;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;54;MARRIED;1700;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;5400;PLEASED;NO
MALE;45;MARRIED;1500;PLEASED;YES
FEMALE;42;MARRIED;3000;PLEASED;NO
FEMALE;43;SINGLE;-8;MIXED;NO
MALE;23;SINGLE;1500;MOSTLY SATISFIED;YES
MALE;59;DIVORCED;460;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;NA;MIXED;YES
MALE;62;MARRIED;850;DELIGHTED;NO
FEMALE;25;SINGLE;1400;MOSTLY SATISFIED;YES
MALE;28;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;56;WIDOWED;NA;MOSTLY DISSATISFIED;NO
MALE;25;SINGLE;NA;PLEASED;NO
MALE;55;MARRIED;600;PLEASED;NO
FEMALE;48;MARRIED;1700;PLEASED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;70;DIVORCED;850;MOSTLY DISSATISFIED;NO
MALE;28;SINGLE;2000;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;51;WIDOWED;3500;PLEASED;NO
MALE;27;SINGLE;1000;MIXED;YES
MALE;40;MARRIED;1800;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;-8;PLEASED;NO
FEMALE;58;MARRIED;3000;PLEASED;YES
FEMALE;65;WIDOWED;920;MOSTLY SATISFIED;NO
FEMALE;37;DIVORCED;1500;MOSTLY DISSATISFIED;NO
MALE;45;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;57;MARRIED;2000;MIXED;YES
FEMALE;62;WIDOWED;400;MIXED;NO
MALE;25;SINGLE;1400;MOSTLY SATISFIED;NO
MALE;22;SINGLE;NA;DELIGHTED;NO
MALE;74;MARRIED;2100;MOSTLY SATISFIED;NO
MALE;50;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;35;MARRIED;3500;MOSTLY SATISFIED;NO
MALE;46;MARRIED;2500;PLEASED;NO
FEMALE;77;MARRIED;800;MIXED;NO
MALE;22;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;70;MARRIED;926;MIXED;NO
MALE;52;MARRIED;800;MOSTLY SATISFIED;NO
MALE;74;MARRIED;1000;MIXED;NO
MALE;54;MARRIED;8000;PLEASED;NO
FEMALE;50;MARRIED;7000;MOSTLY SATISFIED;NO
MALE;75;MARRIED;1300;PLEASED;NO
MALE;59;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;NA;PLEASED;NO
MALE;61;MARRIED;800;MOSTLY SATISFIED;NO
MALE;25;SINGLE;980;MOSTLY SATISFIED;NO
FEMALE;54;MARRIED;4000;MOSTLY SATISFIED;NO
MALE;74;MARRIED;-8;MIXED;NO
MALE;81;MARRIED;861;PLEASED;NO
FEMALE;35;MARRIED;2500;MIXED;NO
FEMALE;27;MARRIED;NA;MOSTLY DISSATISFIED;YES
MALE;42;MARRIED;1500;PLEASED;YES
MALE;18;SINGLE;NA;DELIGHTED;NO
MALE;28;SINGLE;-8;MIXED;YES
FEMALE;63;SINGLE;5000;PLEASED;YES
FEMALE;39;MARRIED;-8;MIXED;NO
FEMALE;54;MARRIED;500;MOSTLY SATISFIED;NO
FEMALE;58;WIDOWED;1037;MOSTLY SATISFIED;YES
MALE;72;MARRIED;730;PLEASED;NO
FEMALE;53;MARRIED;NA;MIXED;YES
MALE;35;SINGLE;2000;MOSTLY SATISFIED;YES
MALE;58;MARRIED;1500;PLEASED;NO
FEMALE;49;MARRIED;800;UNHAPPY;NO
FEMALE;62;MARRIED;1200;PLEASED;YES
MALE;42;SINGLE;1700;MOSTLY DISSATISFIED;YES
FEMALE;24;SINGLE;NA;DELIGHTED;NO
FEMALE;80;WIDOWED;700;MIXED;NO
MALE;25;SINGLE;2000;MIXED;NO
MALE;22;SINGLE;NA;PLEASED;NO
MALE;42;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;33;NA;-8;DELIGHTED;NO
FEMALE;76;WIDOWED;870;MOSTLY DISSATISFIED;NO
FEMALE;31;MARRIED;NA;PLEASED;YES
MALE;70;MARRIED;1460;MIXED;YES
MALE;61;MARRIED;1500;MIXED;YES
FEMALE;17;SINGLE;NA;MIXED;NO
FEMALE;67;MARRIED;650;PLEASED;NO
MALE;23;SINGLE;1280;PLEASED;NO
MALE;63;SINGLE;1890;MOSTLY SATISFIED;NO
FEMALE;40;SINGLE;500;PLEASED;YES
FEMALE;47;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;MIXED;YES
MALE;75;MARRIED;1500;PLEASED;NO
FEMALE;43;MARRIED;3500;MIXED;NO
MALE;53;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;NA;PLEASED;NO
FEMALE;61;MARRIED;1185;PLEASED;YES
FEMALE;43;MARRIED;-8;DELIGHTED;NO
FEMALE;24;SINGLE;5700;PLEASED;NO
MALE;59;DIVORCED;NA;MOSTLY DISSATISFIED;YES
FEMALE;61;MARRIED;-8;PLEASED;NO
MALE;83;WIDOWED;2000;MIXED;NO
FEMALE;66;WIDOWED;978;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;66;MARRIED;1600;PLEASED;NO
MALE;32;SINGLE;NA;MIXED;YES
MALE;29;SINGLE;4000;PLEASED;YES
FEMALE;29;SINGLE;2800;PLEASED;NO
MALE;38;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;26;MARRIED;-8;PLEASED;NO
FEMALE;29;SINGLE;1400;PLEASED;NO
FEMALE;45;MARRIED;NA;PLEASED;NO
MALE;65;MARRIED;1500;PLEASED;NO
MALE;62;MARRIED;-8;MIXED;NO
MALE;62;MARRIED;616;MOSTLY SATISFIED;YES
MALE;48;MARRIED;6500;PLEASED;NO
FEMALE;77;WIDOWED;1300;PLEASED;NO
FEMALE;37;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;21;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;27;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;55;MARRIED;1500;PLEASED;NO
FEMALE;63;WIDOWED;1150;MOSTLY DISSATISFIED;NO
FEMALE;20;SINGLE;NA;PLEASED;NO
MALE;48;MARRIED;2000;PLEASED;YES
FEMALE;35;MARRIED;900;MOSTLY DISSATISFIED;YES
FEMALE;21;SINGLE;NA;PLEASED;NO
FEMALE;37;MARRIED;2000;PLEASED;NO
MALE;74;MARRIED;970;PLEASED;NO
MALE;43;SINGLE;2000;MOSTLY SATISFIED;NO
MALE;49;MARRIED;2400;MOSTLY SATISFIED;NO
MALE;23;SINGLE;-8;PLEASED;NO
FEMALE;50;MARRIED;-8;PLEASED;NO
FEMALE;49;MARRIED;2500;MOSTLY SATISFIED;YES
FEMALE;27;SINGLE;600;MOSTLY SATISFIED;NO
MALE;51;MARRIED;3200;PLEASED;NO
FEMALE;67;MARRIED;1200;PLEASED;NO
FEMALE;72;WIDOWED;817;PLEASED;NO
MALE;23;SINGLE;1500;MIXED;NO
FEMALE;23;SINGLE;-8;MOSTLY SATISFIED;YES
MALE;59;MARRIED;3000;MOSTLY SATISFIED;YES
MALE;27;SINGLE;1100;MIXED;NO
MALE;16;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;69;MARRIED;-8;PLEASED;NO
FEMALE;57;SINGLE;NA;PLEASED;YES
FEMALE;48;MARRIED;-8;PLEASED;NO
MALE;82;MARRIED;1400;PLEASED;NO
MALE;28;MARRIED;3000;DELIGHTED;YES
FEMALE;49;MARRIED;2500;PLEASED;NO
FEMALE;34;SINGLE;2800;PLEASED;NO
FEMALE;23;SINGLE;1600;PLEASED;NO
MALE;70;MARRIED;740;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;-8;PLEASED;YES
FEMALE;46;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;33;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;61;SINGLE;2000;MOSTLY SATISFIED;NO
MALE;33;MARRIED;-8;PLEASED;NO
FEMALE;24;SINGLE;NA;PLEASED;NO
FEMALE;28;MARRIED;750;PLEASED;NO
FEMALE;89;WIDOWED;1000;MIXED;NO
MALE;28;SINGLE;1300;PLEASED;YES
FEMALE;85;WIDOWED;1400;PLEASED;NO
MALE;64;MARRIED;1420;MOSTLY DISSATISFIED;NO
FEMALE;20;SINGLE;-8;PLEASED;NO
MALE;76;MARRIED;3200;MIXED;NO
FEMALE;81;SINGLE;1700;MIXED;NO
FEMALE;49;MARRIED;NA;PLEASED;NO
FEMALE;38;MARRIED;-8;PLEASED;NO
FEMALE;31;MARRIED;1118;MIXED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
FEMALE;19;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;40;DIVORCED;2200;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;700;PLEASED;NO
FEMALE;47;MARRIED;4000;PLEASED;YES
FEMALE;32;MARRIED;2500;PLEASED;NO
FEMALE;57;MARRIED;NA;PLEASED;NO
FEMALE;64;WIDOWED;1400;MOSTLY SATISFIED;NO
FEMALE;65;MARRIED;826;MOSTLY DISSATISFIED;NO
FEMALE;46;MARRIED;1700;PLEASED;NO
MALE;67;MARRIED;2500;PLEASED;YES
FEMALE;64;MARRIED;700;PLEASED;NO
MALE;62;MARRIED;720;PLEASED;NO
FEMALE;26;SINGLE;2000;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;-8;MIXED;NO
FEMALE;70;MARRIED;1100;PLEASED;NO
MALE;47;MARRIED;2000;PLEASED;YES
MALE;46;MARRIED;2000;PLEASED;NO
FEMALE;92;WIDOWED;820;MOSTLY DISSATISFIED;NO
FEMALE;67;WIDOWED;700;PLEASED;YES
MALE;50;NA;800;MIXED;YES
MALE;44;MARRIED;1000;PLEASED;YES
FEMALE;20;SINGLE;NA;PLEASED;NO
MALE;37;SINGLE;2200;MOSTLY SATISFIED;YES
MALE;64;MARRIED;-8;PLEASED;NO
FEMALE;77;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;89;WIDOWED;1500;MIXED;NO
MALE;48;MARRIED;1500;PLEASED;NO
FEMALE;19;SINGLE;NA;PLEASED;YES
MALE;61;MARRIED;1400;MOSTLY DISSATISFIED;NO
FEMALE;31;MARRIED;600;PLEASED;NO
MALE;19;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;46;SINGLE;1428;MIXED;NO
FEMALE;66;MARRIED;840;PLEASED;NO
MALE;17;SINGLE;NA;MIXED;NO
MALE;66;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;25;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;52;MARRIED;3000;PLEASED;YES
MALE;59;SINGLE;800;MIXED;YES
FEMALE;46;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;27;MARRIED;700;PLEASED;NO
FEMALE;38;MARRIED;2000;PLEASED;YES
MALE;24;SINGLE;1300;MOSTLY SATISFIED;YES
MALE;96;WIDOWED;2450;PLEASED;NO
FEMALE;18;SINGLE;NA;MIXED;NO
FEMALE;26;SINGLE;NA;PLEASED;NO
MALE;31;MARRIED;4000;DELIGHTED;NO
FEMALE;19;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;42;MARRIED;380;MOSTLY SATISFIED;YES
FEMALE;48;SINGLE;NA;MIXED;NO
FEMALE;43;MARRIED;-8;PLEASED;NO
MALE;50;MARRIED;3500;DELIGHTED;YES
FEMALE;57;MARRIED;2000;PLEASED;NO
MALE;87;MARRIED;1700;MOSTLY DISSATISFIED;NO
MALE;57;MARRIED;1800;MOSTLY SATISFIED;YES
FEMALE;29;MARRIED;3000;MOSTLY SATISFIED;NO
MALE;61;MARRIED;1600;MIXED;NO
FEMALE;77;WIDOWED;910;MIXED;NO
MALE;60;MARRIED;-8;MIXED;YES
MALE;34;MARRIED;1500;PLEASED;YES
MALE;46;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;47;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;55;MARRIED;3000;PLEASED;NO
FEMALE;55;MARRIED;5000;MOSTLY DISSATISFIED;NO
MALE;46;MARRIED;-8;PLEASED;NO
FEMALE;52;MARRIED;-8;MIXED;YES
FEMALE;64;MARRIED;830;PLEASED;NO
MALE;73;MARRIED;800;MOSTLY SATISFIED;NO
MALE;29;DIVORCED;2100;MIXED;YES
MALE;66;MARRIED;1100;MOSTLY SATISFIED;NO
MALE;66;MARRIED;2400;PLEASED;NO
FEMALE;66;MARRIED;714;MIXED;NO
FEMALE;68;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;53;MARRIED;1000;MIXED;NO
MALE;66;MARRIED;2000;PLEASED;NO
MALE;20;SINGLE;-8;PLEASED;NO
MALE;68;MARRIED;1200;MOSTLY SATISFIED;YES
FEMALE;17;SINGLE;NA;PLEASED;NO
MALE;49;SINGLE;NA;MIXED;YES
FEMALE;47;DIVORCED;1800;UNHAPPY;NO
FEMALE;36;MARRIED;1000;MIXED;YES
FEMALE;19;SINGLE;NA;PLEASED;NO
FEMALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;600;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;900;PLEASED;NO
MALE;86;WIDOWED;1260;MIXED;NO
MALE;25;SINGLE;1050;MOSTLY DISSATISFIED;YES
FEMALE;61;MARRIED;690;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;1270;MIXED;NO
MALE;28;MARRIED;NA;PLEASED;YES
FEMALE;25;SINGLE;-8;PLEASED;NO
FEMALE;32;MARRIED;800;PLEASED;NO
FEMALE;82;WIDOWED;1150;MIXED;NO
MALE;51;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;51;SINGLE;1500;MOSTLY SATISFIED;NO
MALE;63;LEGALLY SEPARATED;699;MIXED;NO
FEMALE;57;MARRIED;2200;PLEASED;NO
FEMALE;88;WIDOWED;890;MIXED;NO
FEMALE;70;MARRIED;-8;PLEASED;NO
FEMALE;37;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;22;SINGLE;1000;PLEASED;NO
FEMALE;48;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;37;SINGLE;500;MIXED;YES
FEMALE;47;MARRIED;5000;PLEASED;NO
FEMALE;51;DIVORCED;1300;MOSTLY DISSATISFIED;NO
MALE;33;MARRIED;1500;MIXED;YES
FEMALE;76;MARRIED;2400;MOSTLY SATISFIED;NO
MALE;29;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;89;WIDOWED;1100;MIXED;NO
FEMALE;73;MARRIED;1440;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;720;PLEASED;NO
FEMALE;64;MARRIED;620;MIXED;YES
FEMALE;67;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;36;MARRIED;1800;MOSTLY SATISFIED;NO
MALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;80;WIDOWED;1450;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;3000;MOSTLY SATISFIED;NO
MALE;30;SINGLE;200;MOSTLY SATISFIED;YES
FEMALE;55;MARRIED;1500;PLEASED;NO
FEMALE;27;MARRIED;-8;PLEASED;NO
FEMALE;41;SINGLE;2500;MOSTLY DISSATISFIED;NO
MALE;58;MARRIED;-8;PLEASED;NO
MALE;19;SINGLE;NA;MIXED;NO
FEMALE;48;MARRIED;182;DELIGHTED;YES
FEMALE;34;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;600;MOSTLY SATISFIED;NO
MALE;58;MARRIED;2000;PLEASED;NO
FEMALE;39;MARRIED;1100;PLEASED;NO
MALE;55;MARRIED;2000;PLEASED;YES
MALE;30;MARRIED;6500;PLEASED;NO
MALE;22;SINGLE;-8;PLEASED;YES
FEMALE;73;MARRIED;600;MOSTLY SATISFIED;NO
FEMALE;62;WIDOWED;1800;PLEASED;NO
FEMALE;65;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;1250;MIXED;NO
MALE;25;MARRIED;1700;PLEASED;NO
MALE;27;SINGLE;-8;PLEASED;NO
MALE;40;MARRIED;15000;PLEASED;NO
